DATETIME	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2023.01.02 16:45:00	1.06802	1.06804	1.06703	1.06725	405
2023.01.02 17:00:00	1.06724	1.0674	1.06699	1.06727	478
2023.01.02 17:15:00	1.06726	1.0673	1.06649	1.06664	338
2023.01.02 17:30:00	1.06664	1.06686	1.06654	1.06663	445
2023.01.02 17:45:00	1.06662	1.06682	1.06585	1.06603	408
2023.01.02 18:00:00	1.06602	1.06696	1.06592	1.06688	598
2023.01.02 18:15:00	1.06687	1.06687	1.06534	1.06537	387
2023.01.02 18:30:00	1.06536	1.06559	1.06523	1.06542	257
2023.01.02 18:45:00	1.0654	1.06572	1.0651	1.06554	268
2023.01.02 19:00:00	1.06549	1.06621	1.06544	1.06595	240
2023.01.02 19:15:00	1.06594	1.06606	1.06584	1.06599	166
2023.01.02 19:30:00	1.06598	1.0661	1.06593	1.06603	184
2023.01.02 19:45:00	1.06605	1.06613	1.06592	1.06607	154
2023.01.02 20:00:00	1.06604	1.06611	1.06557	1.06564	260
2023.01.02 20:15:00	1.06564	1.06572	1.06529	1.0653	192
2023.01.02 20:30:00	1.06524	1.06546	1.06522	1.06528	186
2023.01.02 20:45:00	1.06528	1.06531	1.06522	1.06526	65
2023.01.02 21:00:00	1.06525	1.06531	1.06507	1.06521	131
2023.01.02 21:15:00	1.06523	1.06539	1.06499	1.0653	133
2023.01.02 21:30:00	1.06533	1.06536	1.06514	1.06532	117
2023.01.02 21:45:00	1.06537	1.06577	1.06525	1.06574	123
2023.01.02 22:00:00	1.06575	1.06638	1.06559	1.06587	161
2023.01.02 22:15:00	1.06606	1.06624	1.06584	1.06596	66
2023.01.02 22:30:00	1.06612	1.06672	1.06597	1.06639	123
2023.01.02 22:45:00	1.06641	1.06685	1.06639	1.0667	296
2023.01.02 23:00:00	1.06651	1.06727	1.06646	1.06685	117
2023.01.02 23:15:00	1.06683	1.06699	1.06666	1.06668	78
2023.01.02 23:30:00	1.06669	1.0668	1.0661	1.06652	166
2023.01.02 23:45:00	1.06659	1.06685	1.0658	1.06665	147
2023.01.03 00:00:00	1.06642	1.0665	1.06631	1.06644	49
2023.01.03 00:15:00	1.06643	1.06651	1.06643	1.06646	42
2023.01.03 00:30:00	1.06646	1.06651	1.06632	1.06635	60
2023.01.03 00:45:00	1.06634	1.06652	1.06628	1.06648	62
2023.01.03 01:00:00	1.06655	1.0683	1.06625	1.0663	668
2023.01.03 01:15:00	1.06632	1.06662	1.06493	1.06636	1073
2023.01.03 01:30:00	1.06636	1.06738	1.06632	1.06705	750
2023.01.03 01:45:00	1.06702	1.06773	1.06684	1.06762	581
2023.01.03 02:00:00	1.06762	1.06781	1.06717	1.06757	805
2023.01.03 02:15:00	1.06758	1.06758	1.06665	1.06687	748
2023.01.03 02:30:00	1.06684	1.06749	1.06679	1.06735	561
2023.01.03 02:45:00	1.06733	1.06746	1.067	1.06706	413
2023.01.03 03:00:00	1.06705	1.06709	1.06592	1.06687	1310
2023.01.03 03:15:00	1.06687	1.06742	1.06547	1.06561	1178
2023.01.03 03:30:00	1.06561	1.06598	1.06508	1.06522	1448
2023.01.03 03:45:00	1.06522	1.06597	1.06503	1.06597	927
2023.01.03 04:00:00	1.06596	1.06631	1.06575	1.06614	763
2023.01.03 04:15:00	1.06611	1.06675	1.06595	1.06664	838
2023.01.03 04:30:00	1.06661	1.06732	1.06657	1.06731	1167
2023.01.03 04:45:00	1.06736	1.06778	1.06717	1.06766	1061
2023.01.03 05:00:00	1.06765	1.06784	1.06725	1.06726	930
2023.01.03 05:15:00	1.06728	1.06757	1.06687	1.06719	854
2023.01.03 05:30:00	1.0672	1.06759	1.06715	1.06752	568
2023.01.03 05:45:00	1.06752	1.06762	1.06707	1.06724	507
2023.01.03 06:00:00	1.06724	1.06791	1.06704	1.06776	566
2023.01.03 06:15:00	1.06779	1.06801	1.06752	1.06782	425
2023.01.03 06:30:00	1.06785	1.06802	1.06768	1.06774	491
2023.01.03 06:45:00	1.06779	1.06781	1.06668	1.0667	546
2023.01.03 07:00:00	1.0667	1.06709	1.06668	1.06679	543
2023.01.03 07:15:00	1.06678	1.06698	1.06597	1.06632	940
2023.01.03 07:30:00	1.06631	1.06651	1.06588	1.06649	910
2023.01.03 07:45:00	1.06648	1.06659	1.06607	1.06637	934
2023.01.03 08:00:00	1.06637	1.06677	1.06624	1.06676	1032
2023.01.03 08:15:00	1.06674	1.06676	1.06603	1.06626	863
2023.01.03 08:30:00	1.06626	1.06628	1.0654	1.06561	1322
2023.01.03 08:45:00	1.06561	1.06584	1.06516	1.06522	999
2023.01.03 09:00:00	1.06523	1.06573	1.06501	1.06519	1412
2023.01.03 09:15:00	1.06522	1.06573	1.06517	1.0657	1497
2023.01.03 09:30:00	1.0657	1.06588	1.06539	1.0654	1356
2023.01.03 09:45:00	1.06542	1.06554	1.06198	1.06234	2724
2023.01.03 10:00:00	1.06234	1.06284	1.05861	1.05878	3931
2023.01.03 10:15:00	1.05878	1.05896	1.05694	1.05762	3560
2023.01.03 10:30:00	1.05759	1.05798	1.05571	1.05683	3189
2023.01.03 10:45:00	1.05683	1.05713	1.05505	1.0552	2348
2023.01.03 11:00:00	1.0552	1.05543	1.05339	1.05441	3064
2023.01.03 11:15:00	1.05441	1.05485	1.05384	1.05481	2376
2023.01.03 11:30:00	1.05482	1.05611	1.05478	1.05543	2365
2023.01.03 11:45:00	1.05543	1.05582	1.05434	1.05476	2091
2023.01.03 12:00:00	1.05479	1.05551	1.05443	1.05502	1769
2023.01.03 12:15:00	1.05502	1.05519	1.0535	1.05377	2001
2023.01.03 12:30:00	1.05377	1.05458	1.05334	1.05371	1761
2023.01.03 12:45:00	1.05372	1.05425	1.05252	1.05311	1652
2023.01.03 13:00:00	1.05312	1.0533	1.05252	1.05276	1373
2023.01.03 13:15:00	1.05276	1.05296	1.05196	1.05266	1724
2023.01.03 13:30:00	1.05265	1.0536	1.05254	1.0532	1446
2023.01.03 13:45:00	1.05319	1.05354	1.05267	1.05285	1579
2023.01.03 14:00:00	1.05284	1.05335	1.0524	1.05331	1741
2023.01.03 14:15:00	1.0533	1.05402	1.05309	1.05399	1503
2023.01.03 14:30:00	1.054	1.05492	1.0539	1.05467	1284
2023.01.03 14:45:00	1.05467	1.05469	1.05348	1.05357	1686
2023.01.03 15:00:00	1.05356	1.0546	1.05305	1.0545	2372
2023.01.03 15:15:00	1.05448	1.05598	1.0543	1.05556	2131
2023.01.03 15:30:00	1.05557	1.05676	1.05539	1.05668	2228
2023.01.03 15:45:00	1.05668	1.057	1.05571	1.05604	1792
2023.01.03 16:00:00	1.05604	1.05746	1.05554	1.05743	1799
2023.01.03 16:15:00	1.05744	1.05744	1.05612	1.05715	1744
2023.01.03 16:30:00	1.05717	1.05974	1.0567	1.05907	3109
2023.01.03 16:45:00	1.05909	1.05909	1.05739	1.05743	3573
2023.01.03 17:00:00	1.05747	1.05789	1.05648	1.05704	3314
2023.01.03 17:15:00	1.05707	1.05822	1.05661	1.05689	2840
2023.01.03 17:30:00	1.05689	1.05728	1.05625	1.05651	2680
2023.01.03 17:45:00	1.05651	1.05722	1.05543	1.05555	3136
2023.01.03 18:00:00	1.05554	1.05566	1.05372	1.05443	2746
2023.01.03 18:15:00	1.05442	1.05552	1.05402	1.05552	2143
2023.01.03 18:30:00	1.05551	1.05554	1.054	1.05448	2416
2023.01.03 18:45:00	1.05448	1.0559	1.05401	1.05581	2053
2023.01.03 19:00:00	1.05582	1.05593	1.0554	1.05564	1727
2023.01.03 19:15:00	1.05566	1.05587	1.05502	1.05523	1406
2023.01.03 19:30:00	1.05523	1.0554	1.05455	1.05484	1258
2023.01.03 19:45:00	1.05484	1.05493	1.05403	1.05461	1278
2023.01.03 20:00:00	1.05463	1.05494	1.05434	1.05474	1131
2023.01.03 20:15:00	1.05474	1.05568	1.05433	1.05563	1203
2023.01.03 20:30:00	1.05563	1.05609	1.05535	1.05603	1122
2023.01.03 20:45:00	1.05601	1.05605	1.05547	1.05567	931
2023.01.03 21:00:00	1.05567	1.05593	1.05552	1.0559	1188
2023.01.03 21:15:00	1.05592	1.0562	1.05568	1.05616	1071
2023.01.03 21:30:00	1.05616	1.05636	1.05586	1.05627	1045
2023.01.03 21:45:00	1.05631	1.05686	1.05629	1.05665	2096
2023.01.03 22:00:00	1.05668	1.05675	1.05605	1.05669	1828
2023.01.03 22:15:00	1.05669	1.05689	1.05563	1.05614	1404
2023.01.03 22:30:00	1.05614	1.05641	1.05549	1.0555	1010
2023.01.03 22:45:00	1.0555	1.05576	1.05505	1.05516	1176
2023.01.03 23:00:00	1.05517	1.05535	1.05494	1.05525	468
2023.01.03 23:15:00	1.05525	1.0554	1.05474	1.05498	498
2023.01.03 23:30:00	1.05498	1.05513	1.05463	1.05479	333
2023.01.03 23:45:00	1.05479	1.05498	1.05459	1.0547	586
2023.01.04 00:00:00	1.05465	1.05465	1.05445	1.0546	49
2023.01.04 00:15:00	1.05455	1.05469	1.0543	1.0546	64
2023.01.04 00:30:00	1.0546	1.05471	1.05428	1.05465	2970
2023.01.04 00:45:00	1.05459	1.0547	1.05441	1.05462	620
2023.01.04 01:00:00	1.05462	1.05539	1.05451	1.05504	1056
2023.01.04 01:15:00	1.05504	1.05512	1.05402	1.05444	1008
2023.01.04 01:30:00	1.05439	1.05471	1.0542	1.05427	809
2023.01.04 01:45:00	1.05427	1.05477	1.05416	1.05455	511
2023.01.04 02:00:00	1.05455	1.05566	1.05453	1.05552	949
2023.01.04 02:15:00	1.05556	1.05574	1.05541	1.05559	449
2023.01.04 02:30:00	1.05559	1.05597	1.05556	1.05586	457
2023.01.04 02:45:00	1.05586	1.05612	1.05566	1.05579	519
2023.01.04 03:00:00	1.05583	1.05637	1.05569	1.056	749
2023.01.04 03:15:00	1.05601	1.05656	1.05601	1.05616	626
2023.01.04 03:30:00	1.05616	1.05689	1.05605	1.0565	646
2023.01.04 03:45:00	1.05653	1.05691	1.05631	1.05667	950
2023.01.04 04:00:00	1.05667	1.05692	1.05655	1.05681	686
2023.01.04 04:15:00	1.05678	1.05687	1.0564	1.05674	568
2023.01.04 04:30:00	1.05674	1.05694	1.0563	1.05646	462
2023.01.04 04:45:00	1.05646	1.0566	1.05612	1.05646	526
2023.01.04 05:00:00	1.0565	1.05687	1.05646	1.05681	505
2023.01.04 05:15:00	1.05681	1.05691	1.05664	1.05678	337
2023.01.04 05:30:00	1.05675	1.05687	1.05667	1.05677	324
2023.01.04 05:45:00	1.05674	1.05698	1.05667	1.05686	453
2023.01.04 06:00:00	1.05687	1.05698	1.0567	1.05674	342
2023.01.04 06:15:00	1.05674	1.05684	1.05656	1.0567	486
2023.01.04 06:30:00	1.05669	1.05684	1.05659	1.05684	352
2023.01.04 06:45:00	1.05687	1.05743	1.05663	1.05729	790
2023.01.04 07:00:00	1.05725	1.05784	1.05692	1.05703	1089
2023.01.04 07:15:00	1.05704	1.05721	1.05663	1.05682	655
2023.01.04 07:30:00	1.05685	1.0569	1.05647	1.05682	708
2023.01.04 07:45:00	1.05685	1.05712	1.05664	1.05693	580
2023.01.04 08:00:00	1.05693	1.05735	1.05665	1.05726	672
2023.01.04 08:15:00	1.05727	1.0575	1.05704	1.05734	460
2023.01.04 08:30:00	1.05731	1.05731	1.05594	1.05651	610
2023.01.04 08:45:00	1.05651	1.05733	1.05646	1.05701	835
2023.01.04 09:00:00	1.05692	1.05811	1.0567	1.05774	1762
2023.01.04 09:15:00	1.05774	1.05862	1.05746	1.05849	1357
2023.01.04 09:30:00	1.05849	1.06058	1.05846	1.06044	1976
2023.01.04 09:45:00	1.06046	1.06051	1.05882	1.05937	2751
2023.01.04 10:00:00	1.05936	1.06278	1.05903	1.06263	3366
2023.01.04 10:15:00	1.06261	1.06309	1.06147	1.06216	3319
2023.01.04 10:30:00	1.06216	1.06354	1.06095	1.061	2952
2023.01.04 10:45:00	1.06099	1.06247	1.06078	1.0616	2458
2023.01.04 11:00:00	1.06155	1.06173	1.06056	1.06103	2392
2023.01.04 11:15:00	1.06102	1.06262	1.06101	1.06254	1746
2023.01.04 11:30:00	1.06255	1.06301	1.06143	1.06149	1872
2023.01.04 11:45:00	1.06148	1.06221	1.06108	1.06109	1599
2023.01.04 12:00:00	1.06109	1.06163	1.06085	1.06154	1307
2023.01.04 12:15:00	1.06153	1.06198	1.06109	1.06149	1388
2023.01.04 12:30:00	1.06149	1.06205	1.06149	1.06172	1381
2023.01.04 12:45:00	1.06173	1.06229	1.06161	1.06207	1486
2023.01.04 13:00:00	1.06207	1.06244	1.06171	1.06229	1345
2023.01.04 13:15:00	1.06229	1.06233	1.06102	1.06113	1056
2023.01.04 13:30:00	1.06113	1.06117	1.06051	1.06053	1314
2023.01.04 13:45:00	1.06051	1.06087	1.06023	1.06045	1227
2023.01.04 14:00:00	1.06045	1.06104	1.06007	1.0609	1394
2023.01.04 14:15:00	1.06091	1.06112	1.06027	1.06035	1404
2023.01.04 14:30:00	1.06034	1.06098	1.05998	1.0607	1549
2023.01.04 14:45:00	1.06071	1.06101	1.05987	1.06071	1469
2023.01.04 15:00:00	1.06075	1.06101	1.05978	1.05978	1877
2023.01.04 15:15:00	1.05977	1.06144	1.05949	1.06136	2120
2023.01.04 15:30:00	1.06136	1.06197	1.06119	1.06143	1939
2023.01.04 15:45:00	1.06143	1.06173	1.06084	1.06105	1992
2023.01.04 16:00:00	1.06106	1.0615	1.06023	1.06149	2314
2023.01.04 16:15:00	1.06149	1.06187	1.06119	1.06124	2092
2023.01.04 16:30:00	1.06122	1.06194	1.06083	1.06109	2943
2023.01.04 16:45:00	1.06108	1.06286	1.06052	1.06243	2632
2023.01.04 17:00:00	1.06239	1.06251	1.05823	1.05889	5120
2023.01.04 17:15:00	1.05888	1.05987	1.05812	1.05984	3830
2023.01.04 17:30:00	1.05984	1.05997	1.0585	1.05959	3388
2023.01.04 17:45:00	1.05958	1.0608	1.05949	1.06034	3408
2023.01.04 18:00:00	1.06034	1.06074	1.05928	1.0601	2584
2023.01.04 18:15:00	1.06013	1.06109	1.05976	1.06079	2336
2023.01.04 18:30:00	1.06079	1.06146	1.06041	1.06134	2320
2023.01.04 18:45:00	1.06134	1.06208	1.06123	1.06191	2084
2023.01.04 19:00:00	1.06194	1.06201	1.06149	1.06153	1540
2023.01.04 19:15:00	1.06153	1.0616	1.06076	1.06096	1350
2023.01.04 19:30:00	1.06096	1.06177	1.06083	1.06171	1153
2023.01.04 19:45:00	1.06171	1.06172	1.06048	1.06074	1538
2023.01.04 20:00:00	1.06074	1.06129	1.06059	1.06076	1417
2023.01.04 20:15:00	1.06076	1.06108	1.05991	1.05996	1002
2023.01.04 20:30:00	1.05996	1.06007	1.05956	1.05972	912
2023.01.04 20:45:00	1.05972	1.06052	1.05962	1.05991	1306
2023.01.04 21:00:00	1.05992	1.06036	1.05851	1.05987	4416
2023.01.04 21:15:00	1.05987	1.06068	1.05963	1.05979	2920
2023.01.04 21:30:00	1.05979	1.06052	1.05967	1.06003	2311
2023.01.04 21:45:00	1.06003	1.06068	1.05996	1.06056	1937
2023.01.04 22:00:00	1.06056	1.06066	1.06015	1.06042	1933
2023.01.04 22:15:00	1.06039	1.06103	1.06017	1.06052	1664
2023.01.04 22:30:00	1.06051	1.06077	1.06031	1.06036	1663
2023.01.04 22:45:00	1.06037	1.06087	1.06012	1.06035	1247
2023.01.04 23:00:00	1.06039	1.06067	1.0601	1.06059	536
2023.01.04 23:15:00	1.06059	1.06082	1.06058	1.06063	268
2023.01.04 23:30:00	1.06059	1.06077	1.06048	1.06048	303
2023.01.04 23:45:00	1.06048	1.06052	1.06017	1.0603	514
2023.01.05 00:00:00	1.06015	1.06047	1.05984	1.0599	49
2023.01.05 00:15:00	1.0599	1.06022	1.05973	1.06005	49
2023.01.05 00:30:00	1.06091	1.06091	1.06002	1.06037	566
2023.01.05 00:45:00	1.06027	1.06064	1.06022	1.0605	362
2023.01.05 01:00:00	1.06065	1.06082	1.06017	1.06045	541
2023.01.05 01:15:00	1.06047	1.06066	1.0603	1.06049	691
2023.01.05 01:30:00	1.0605	1.06112	1.06045	1.06102	372
2023.01.05 01:45:00	1.06102	1.0611	1.06061	1.06061	173
2023.01.05 02:00:00	1.06056	1.06124	1.0603	1.06111	599
2023.01.05 02:15:00	1.06112	1.06261	1.06108	1.06261	827
2023.01.05 02:30:00	1.06265	1.06277	1.06175	1.06244	879
2023.01.05 02:45:00	1.06241	1.06311	1.06231	1.06289	1022
2023.01.05 03:00:00	1.06289	1.06315	1.0626	1.06284	1037
2023.01.05 03:15:00	1.06287	1.06292	1.06229	1.06233	833
2023.01.05 03:30:00	1.0623	1.06245	1.06184	1.0619	861
2023.01.05 03:45:00	1.0619	1.06239	1.06185	1.06204	700
2023.01.05 04:00:00	1.06202	1.06202	1.06104	1.06138	1061
2023.01.05 04:15:00	1.06136	1.06194	1.06092	1.061	642
2023.01.05 04:30:00	1.061	1.06162	1.06088	1.06152	761
2023.01.05 04:45:00	1.06152	1.06197	1.06135	1.06174	846
2023.01.05 05:00:00	1.06174	1.06193	1.06154	1.06184	738
2023.01.05 05:15:00	1.06184	1.06196	1.06114	1.06119	713
2023.01.05 05:30:00	1.06122	1.06142	1.06117	1.0612	593
2023.01.05 05:45:00	1.06121	1.06125	1.06061	1.06069	440
2023.01.05 06:00:00	1.06068	1.06114	1.0606	1.0606	539
2023.01.05 06:15:00	1.0606	1.06095	1.06058	1.06075	651
2023.01.05 06:30:00	1.06074	1.06104	1.06074	1.06084	527
2023.01.05 06:45:00	1.06084	1.06084	1.06036	1.06043	479
2023.01.05 07:00:00	1.06043	1.06068	1.06028	1.06044	742
2023.01.05 07:15:00	1.06044	1.06059	1.06017	1.06039	585
2023.01.05 07:30:00	1.06036	1.0608	1.06021	1.06064	613
2023.01.05 07:45:00	1.06064	1.06106	1.06054	1.06106	513
2023.01.05 08:00:00	1.06107	1.062	1.06087	1.06195	679
2023.01.05 08:15:00	1.06195	1.062	1.06107	1.06146	661
2023.01.05 08:30:00	1.06145	1.06161	1.06122	1.06138	552
2023.01.05 08:45:00	1.06136	1.06137	1.06028	1.06034	875
2023.01.05 09:00:00	1.06027	1.06095	1.06017	1.06071	1302
2023.01.05 09:15:00	1.0607	1.061	1.06039	1.06081	1165
2023.01.05 09:30:00	1.06079	1.06123	1.06	1.06006	1254
2023.01.05 09:45:00	1.06006	1.06064	1.05902	1.06055	1923
2023.01.05 10:00:00	1.06055	1.06189	1.06051	1.06104	2519
2023.01.05 10:15:00	1.06104	1.06279	1.06099	1.06196	2096
2023.01.05 10:30:00	1.06196	1.06259	1.06147	1.06178	2170
2023.01.05 10:45:00	1.06179	1.0625	1.06151	1.06202	1732
2023.01.05 11:00:00	1.062	1.06208	1.06096	1.06131	1391
2023.01.05 11:15:00	1.0613	1.06199	1.06122	1.06184	1391
2023.01.05 11:30:00	1.06184	1.06291	1.06184	1.06254	1469
2023.01.05 11:45:00	1.06255	1.06289	1.06179	1.06235	1396
2023.01.05 12:00:00	1.06238	1.0626	1.06162	1.06197	1434
2023.01.05 12:15:00	1.06196	1.06214	1.06166	1.06178	1136
2023.01.05 12:30:00	1.06178	1.06201	1.061	1.06164	1314
2023.01.05 12:45:00	1.06164	1.06188	1.06131	1.06187	1093
2023.01.05 13:00:00	1.06188	1.06221	1.06159	1.06162	1274
2023.01.05 13:15:00	1.06161	1.06173	1.06055	1.06055	1040
2023.01.05 13:30:00	1.06055	1.06125	1.06031	1.06089	1099
2023.01.05 13:45:00	1.06089	1.06143	1.06071	1.06111	988
2023.01.05 14:00:00	1.06111	1.06124	1.06049	1.06088	1127
2023.01.05 14:15:00	1.06086	1.06165	1.06073	1.06122	1215
2023.01.05 14:30:00	1.06122	1.06175	1.06103	1.06125	1191
2023.01.05 14:45:00	1.06125	1.06135	1.05982	1.05995	1470
2023.01.05 15:00:00	1.05995	1.06083	1.05983	1.0601	2018
2023.01.05 15:15:00	1.06008	1.06031	1.05781	1.058	3973
2023.01.05 15:30:00	1.058	1.05801	1.05621	1.05703	3637
2023.01.05 15:45:00	1.05706	1.0575	1.05514	1.05524	2865
2023.01.05 16:00:00	1.05524	1.05606	1.05471	1.05597	2796
2023.01.05 16:15:00	1.05595	1.05621	1.05487	1.05502	2570
2023.01.05 16:30:00	1.05505	1.05552	1.05443	1.05493	3345
2023.01.05 16:45:00	1.05493	1.05533	1.05358	1.05393	3045
2023.01.05 17:00:00	1.05393	1.05675	1.05269	1.05428	4137
2023.01.05 17:15:00	1.05429	1.05443	1.0524	1.05287	3298
2023.01.05 17:30:00	1.05287	1.05331	1.05172	1.05273	2823
2023.01.05 17:45:00	1.05273	1.05289	1.0515	1.05185	2773
2023.01.05 18:00:00	1.05185	1.05284	1.05173	1.05235	2448
2023.01.05 18:15:00	1.05233	1.05319	1.05207	1.05314	2127
2023.01.05 18:30:00	1.05313	1.0532	1.05178	1.052	2151
2023.01.05 18:45:00	1.05199	1.05237	1.05186	1.05211	1587
2023.01.05 19:00:00	1.05211	1.0527	1.05187	1.05228	1479
2023.01.05 19:15:00	1.05228	1.0532	1.05188	1.05272	1794
2023.01.05 19:30:00	1.05272	1.0531	1.05206	1.05304	1089
2023.01.05 19:45:00	1.05303	1.05333	1.05255	1.05299	1340
2023.01.05 20:00:00	1.05299	1.05333	1.05292	1.05321	1127
2023.01.05 20:15:00	1.05322	1.05433	1.05299	1.05372	2295
2023.01.05 20:30:00	1.05373	1.05432	1.05357	1.05374	1725
2023.01.05 20:45:00	1.05374	1.05397	1.05342	1.0536	1221
2023.01.05 21:00:00	1.05362	1.05387	1.05317	1.05338	1229
2023.01.05 21:15:00	1.05339	1.05386	1.0531	1.05318	1104
2023.01.05 21:30:00	1.05317	1.05353	1.05297	1.05337	1315
2023.01.05 21:45:00	1.05333	1.05356	1.0529	1.05302	1220
2023.01.05 22:00:00	1.05301	1.05307	1.05239	1.05256	1375
2023.01.05 22:15:00	1.05257	1.05269	1.05231	1.05242	1114
2023.01.05 22:30:00	1.05242	1.05259	1.05211	1.05221	1137
2023.01.05 22:45:00	1.05222	1.05257	1.05201	1.05201	1199
2023.01.05 23:00:00	1.0521	1.05229	1.05152	1.0518	758
2023.01.05 23:15:00	1.0518	1.05207	1.05172	1.05187	450
2023.01.05 23:30:00	1.05189	1.05212	1.05172	1.05204	330
2023.01.05 23:45:00	1.05205	1.05224	1.05188	1.05207	369
2023.01.06 00:00:00	1.05205	1.05215	1.05187	1.05201	40
2023.01.06 00:15:00	1.05188	1.05225	1.05185	1.05222	67
2023.01.06 00:30:00	1.05231	1.05232	1.05183	1.05185	834
2023.01.06 00:45:00	1.05193	1.05212	1.05178	1.05198	449
2023.01.06 01:00:00	1.05203	1.05237	1.05185	1.0523	521
2023.01.06 01:15:00	1.0523	1.05257	1.05227	1.05248	465
2023.01.06 01:30:00	1.05248	1.0525	1.05194	1.05212	319
2023.01.06 01:45:00	1.05213	1.05221	1.05203	1.05206	186
2023.01.06 02:00:00	1.05209	1.05217	1.05189	1.05203	1001
2023.01.06 02:15:00	1.05206	1.0525	1.05201	1.05242	648
2023.01.06 02:30:00	1.05243	1.05305	1.05243	1.05292	803
2023.01.06 02:45:00	1.05294	1.05312	1.05261	1.0529	696
2023.01.06 03:00:00	1.05292	1.05326	1.05254	1.05258	774
2023.01.06 03:15:00	1.05258	1.0527	1.0524	1.05255	642
2023.01.06 03:30:00	1.05254	1.05263	1.05225	1.05243	492
2023.01.06 03:45:00	1.0525	1.05266	1.05236	1.0525	435
2023.01.06 04:00:00	1.05251	1.05326	1.0525	1.05326	527
2023.01.06 04:15:00	1.05324	1.05338	1.05306	1.05309	384
2023.01.06 04:30:00	1.05308	1.05312	1.05277	1.05293	495
2023.01.06 04:45:00	1.05295	1.053	1.05257	1.05265	613
2023.01.06 05:00:00	1.05266	1.0536	1.05259	1.05345	1022
2023.01.06 05:15:00	1.05346	1.05362	1.05299	1.05332	596
2023.01.06 05:30:00	1.05329	1.05343	1.05294	1.05331	664
2023.01.06 05:45:00	1.05331	1.05362	1.05318	1.05321	452
2023.01.06 06:00:00	1.05317	1.05317	1.05274	1.05305	405
2023.01.06 06:15:00	1.05306	1.05345	1.05306	1.05312	287
2023.01.06 06:30:00	1.05311	1.05323	1.05284	1.05292	227
2023.01.06 06:45:00	1.05292	1.05296	1.05242	1.05243	254
2023.01.06 07:00:00	1.05244	1.05253	1.05178	1.05191	421
2023.01.06 07:15:00	1.0519	1.05203	1.05149	1.05156	398
2023.01.06 07:30:00	1.05156	1.05191	1.05142	1.0517	460
2023.01.06 07:45:00	1.05173	1.05173	1.05106	1.05143	1372
2023.01.06 08:00:00	1.05148	1.05212	1.05141	1.052	779
2023.01.06 08:15:00	1.052	1.05218	1.05172	1.05188	532
2023.01.06 08:30:00	1.05189	1.05224	1.05183	1.05206	617
2023.01.06 08:45:00	1.05208	1.05212	1.05104	1.05127	729
